Employee_ID,Age,Years_Experience,WFH_Days_Per_Week,Gender,Education_Level,Marital_Status,Has_Children,Location_Type,Department,Job_Level,Company_Size,Industry,Home_Office_Quality,Internet_Speed_Category,Work_Hours_Per_Week,Manager_Support_Level,Team_Collaboration_Frequency,Task_Completion_Rate,Quality_Score,Innovation_Score,Efficiency_Rating,Meetings_Per_Week,Commute_Time_Minutes,Job_Satisfaction,Stress_Level,Work_Life_Balance,Survey_Date,Response_Quality,Productivity_Score
EMP1152,22,1,0,Female,Bachelor Degree,In Relationship,Yes,Suburban,Data Science,Junior,Startup (1-50),Education,Good,Fast (50-100 Mbps),49,High,Daily,65.1,64,46.6,60.7,12,16,100,8,8,16-04-24,Medium,52.3
EMP1153,29,3,0,Female,Bachelor Degree,Married,No,Suburban,Engineering,Mid-Level,Large (1001-5000),Technology,Excellent,Fast (50-100 Mbps),44,High,Few times per week,61.5,81.2,79.2,81.9,7,47,100,6,8,07-03-24,High,71.5
EMP1154,23,0,3,Non-binary,Associate Degree,Married,No,Urban,Finance,Junior,Small (51-200),Retail,Average,Very Fast (100+ Mbps),46,Moderate,Few times per week,40,50,46.2,45.9,9,22,100,5,3,17-03-24,Medium,43.8
EMP1155,49,16,0,Male,Bachelor Degree,In Relationship,No,Suburban,Engineering,Manager,Large (1001-5000),Healthcare,Good,Very Fast (100+ Mbps),42,Moderate,Few times per week,48.5,54.9,47.6,75.1,9,34,93.7,8,6,26-03-24,High,55.2
EMP1156,44,4,5,Male,Bachelor Degree,In Relationship,Yes,Suburban,Marketing,Mid-Level,Small (51-200),Technology,Poor,Very Fast (100+ Mbps),39,Very High,Daily,84.8,88.3,73,95,6,0,100,7,6,21-04-24,High,89.4
EMP1157,28,1,1,Female,Bachelor Degree,Married,Yes,Urban,Customer Success,Junior,Small (51-200),Technology,Poor,Fast (50-100 Mbps),44,High,Weekly,67.5,70.7,58.8,94.7,3,32,100,6,10,14-02-24,High,76.5
EMP1158,55,5,2,Male,Bachelor Degree,Married,No,Rural,Marketing,Junior,Startup (1-50),Healthcare,Good,Very Fast (100+ Mbps),43,Moderate,Daily,95.7,100,85.4,95,8,6,91.1,6,5,12-04-24,Medium,98
EMP1159,43,1,4,Male,Bachelor Degree,Married,Yes,Suburban,Customer Success,Junior,Startup (1-50),Education,Poor,Very Fast (100+ Mbps),27,Very High,Daily,80.9,83.7,65.2,95,10,14,100,4,7,15-03-24,High,77.2
EMP1160,32,1,2,Female,Professional Degree,Single,No,Suburban,Sales,Junior,Large (1001-5000),Government,Poor,Slow (<25 Mbps),42,Moderate,Daily,66.9,56.5,45,87.6,10,17,100,1,6,06-04-24,Medium,62.9
EMP1161,22,0,2,Female,Master Degree,Married,No,Suburban,Data Science,Mid-Level,Startup (1-50),Consulting,Good,Very Fast (100+ Mbps),46,Moderate,Daily,74.5,80.7,67.9,88,9,17,100,7,8,15-04-24,Medium,77.1
EMP1162,55,22,4,Male,Associate Degree,Married,Yes,Urban,Marketing,Manager,Startup (1-50),Technology,Good,Moderate (25-50 Mbps),37,Very High,Weekly,99.7,100,65,95,7,11,100,8,5,17-03-24,Medium,95.8
EMP1163,22,0,2,Female,Master Degree,In Relationship,No,Suburban,Engineering,Junior,Enterprise (5000+),Manufacturing,Average,Moderate (25-50 Mbps),47,Moderate,Few times per week,40,50,34.4,46,10,15,63.7,4,7,12-03-24,High,35
EMP1164,22,1,2,Male,Master Degree,Married,Yes,Suburban,Sales,Junior,Medium (201-1000),Technology,Good,Moderate (25-50 Mbps),44,Very High,Weekly,96.9,85.9,95,95,6,19,100,9,4,25-04-24,High,98
EMP1165,44,9,2,Female,Master Degree,Married,No,Urban,HR,Lead,Startup (1-50),Technology,Good,Moderate (25-50 Mbps),39,High,Few times per week,96.6,92.2,73.5,95,8,20,100,3,1,17-01-24,Medium,98
EMP1166,56,16,3,Male,Bachelor Degree,Married,No,Suburban,Customer Success,Manager,Enterprise (5000+),Technology,Excellent,Fast (50-100 Mbps),45,High,Few times per week,86.9,93.6,80.7,95,11,33,100,6,1,26-01-24,Medium,95.7
EMP1167,47,0,5,Female,Bachelor Degree,Single,No,Suburban,Marketing,Mid-Level,Startup (1-50),Education,Good,Fast (50-100 Mbps),39,Moderate,Few times per week,88.1,81.8,50.6,88,11,0,79.2,3,6,21-02-24,Medium,71
EMP1168,40,11,4,Male,Master Degree,Married,Yes,Urban,Operations,Manager,Large (1001-5000),Technology,Poor,Fast (50-100 Mbps),43,Moderate,Few times per week,100,97.6,88.3,95,12,27,100,8,8,12-02-24,Medium,98
EMP1169,40,8,2,Female,Bachelor Degree,Married,No,Urban,Customer Success,Senior,Startup (1-50),Finance,Excellent,Very Fast (100+ Mbps),40,Very High,Few times per week,84.9,100,62.6,95,9,15,100,3,7,06-03-24,Medium,98
EMP1170,42,9,2,Male,Master Degree,Married,No,Urban,Customer Success,Mid-Level,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),45,Moderate,Few times per week,100,100,77.5,95,6,26,100,4,2,12-04-24,High,95
EMP1171,41,0,3,Female,Master Degree,Married,Yes,Suburban,Finance,Junior,Medium (201-1000),Finance,Good,Very Fast (100+ Mbps),50,Very High,Monthly,89.7,86.2,64.6,95,7,0,100,8,7,15-02-24,High,86.1
EMP1172,37,13,5,Male,Professional Degree,Single,Yes,Suburban,Customer Success,Senior,Small (51-200),Government,Average,Very Fast (100+ Mbps),39,Moderate,Bi-weekly,70.1,82.1,72.6,89.8,10,0,79.9,7,4,23-02-24,Medium,75.7
EMP1173,35,3,1,Male,Bachelor Degree,Married,Yes,Suburban,Operations,Mid-Level,Medium (201-1000),Non-profit,Average,Fast (50-100 Mbps),47,Moderate,Daily,59.4,66.7,37.7,84.7,11,38,73.6,5,10,08-04-24,High,60.3
EMP1174,34,0,2,Female,Bachelor Degree,Married,No,Urban,Engineering,Junior,Medium (201-1000),Retail,Excellent,Slow (<25 Mbps),40,Moderate,Daily,88.7,100,76.5,95,8,29,100,8,6,29-03-24,High,98
EMP1175,28,4,4,Female,Bachelor Degree,Married,No,Suburban,Engineering,Mid-Level,Large (1001-5000),Education,Good,Moderate (25-50 Mbps),40,High,Weekly,61.6,87.8,86.9,95,5,11,100,6,6,02-03-24,High,86.6
EMP1176,32,2,5,Male,PhD,Married,No,Suburban,Data Science,Junior,Large (1001-5000),Retail,Average,Very Fast (100+ Mbps),39,Very High,Daily,80.4,73.6,72.6,95,8,0,100,4,6,15-03-24,Medium,79
EMP1177,22,0,1,Male,Bachelor Degree,Single,No,Urban,Engineering,Junior,Medium (201-1000),Manufacturing,Good,Very Fast (100+ Mbps),31,High,Daily,80.2,90.9,95,95,11,76,100,7,6,25-03-24,High,86.1
EMP1178,34,5,2,Male,Bachelor Degree,Single,No,Suburban,Sales,Mid-Level,Medium (201-1000),Retail,Average,Fast (50-100 Mbps),45,Very High,Daily,100,100,65.7,95,8,29,100,5,10,22-03-24,High,95.7
EMP1179,26,0,2,Male,Bachelor Degree,Married,Yes,Suburban,Design,Junior,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),43,Low,Few times per week,72,67.3,46.9,81.6,8,43,93.1,8,5,28-02-24,High,61.4
EMP1180,25,2,0,Male,Bachelor Degree,Married,Yes,Urban,Engineering,Junior,Large (1001-5000),Finance,Good,Moderate (25-50 Mbps),42,Very High,Few times per week,100,100,77.6,95,10,28,100,7,7,09-03-24,High,98
EMP1181,36,1,4,Male,Bachelor Degree,Married,Yes,Urban,Customer Success,Junior,Small (51-200),Finance,Average,Fast (50-100 Mbps),51,High,Few times per week,79.8,76.9,70.2,84.1,8,7,100,5,8,19-04-24,High,75.1
EMP1182,47,19,4,Female,Bachelor Degree,Divorced,No,Suburban,Customer Success,Manager,Medium (201-1000),Finance,Good,Fast (50-100 Mbps),51,High,Monthly,79.6,80.9,82,95,5,27,100,3,4,25-03-24,Medium,79.9
EMP1183,43,12,4,Female,Master Degree,Single,No,Suburban,Data Science,Lead,Medium (201-1000),Finance,Good,Very Fast (100+ Mbps),49,Moderate,Few times per week,99.3,93.4,89.9,95,6,17,99,8,8,26-02-24,High,86.3
EMP1184,22,0,0,Male,High School,Single,No,Rural,Sales,Junior,Enterprise (5000+),Manufacturing,Excellent,Very Fast (100+ Mbps),40,Moderate,Daily,61.2,77.9,61.7,92.7,13,48,81.6,5,7,29-02-24,High,72.7
EMP1185,26,1,0,Non-binary,Master Degree,Married,Yes,Suburban,Sales,Junior,Medium (201-1000),Retail,Good,Very Fast (100+ Mbps),40,High,Few times per week,78.9,85.8,76.5,92.8,8,28,100,5,5,13-04-24,High,84.2
EMP1186,43,5,2,Female,Master Degree,Married,No,Urban,Product,Mid-Level,Small (51-200),Technology,Average,Fast (50-100 Mbps),35,Very High,Daily,90.6,90.6,81.2,95,6,29,100,1,7,13-03-24,High,98
EMP1187,26,1,2,Male,Master Degree,Married,No,Urban,Engineering,Mid-Level,Medium (201-1000),Technology,Good,Slow (<25 Mbps),42,Moderate,Bi-weekly,58.4,73.5,65,72,7,55,79.3,7,7,18-02-24,High,66.2
EMP1188,32,3,4,Male,Master Degree,Divorced,No,Suburban,Marketing,Junior,Large (1001-5000),Education,Average,Very Fast (100+ Mbps),42,Very High,Daily,69.2,79.1,76.3,95,5,27,100,5,8,23-02-24,High,74.4
EMP1189,39,9,1,Female,Bachelor Degree,Divorced,No,Urban,Finance,Senior,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),45,Moderate,Monthly,43.7,70.6,51.3,66.1,13,38,100,5,4,16-02-24,Medium,50.9
EMP1190,26,2,0,Male,Bachelor Degree,Single,Yes,Suburban,Engineering,Mid-Level,Large (1001-5000),Technology,Good,Fast (50-100 Mbps),35,Moderate,Few times per week,100,83.6,88.6,95,7,39,100,8,10,13-02-24,Medium,93.2
EMP1191,35,1,3,Male,Master Degree,In Relationship,No,Urban,Design,Junior,Large (1001-5000),Consulting,Good,Very Fast (100+ Mbps),39,High,Weekly,66.3,82.5,74.6,95,9,38,100,3,8,30-01-24,High,79.8
EMP1192,22,1,3,Female,Bachelor Degree,Single,No,Urban,Finance,Junior,Small (51-200),Healthcare,Poor,Moderate (25-50 Mbps),31,High,Few times per week,83.3,80.6,63.6,95,10,62,100,2,7,16-04-24,Medium,84.2
EMP1193,29,5,3,Female,Bachelor Degree,Married,No,Urban,Engineering,Senior,Medium (201-1000),Consulting,Poor,Very Fast (100+ Mbps),37,Very High,Bi-weekly,54.8,67.3,66.4,88.3,4,18,100,6,8,08-02-24,High,59.2
EMP1194,37,6,4,Male,High School,Married,Yes,Urban,Engineering,Senior,Large (1001-5000),Consulting,Good,Slow (<25 Mbps),47,Moderate,Few times per week,98.4,86.3,83.8,95,3,23,100,7,8,24-02-24,High,98
EMP1195,22,1,1,Female,Master Degree,Married,Yes,Suburban,Engineering,Junior,Small (51-200),Media,Average,Moderate (25-50 Mbps),35,Moderate,Few times per week,62.7,84.9,63.5,95,11,21,89.1,6,6,30-01-24,Medium,70.4
EMP1196,38,2,4,Female,Bachelor Degree,Single,Yes,Urban,Engineering,Junior,Medium (201-1000),Technology,Good,Moderate (25-50 Mbps),52,High,Weekly,100,99.8,89.2,95,10,20,100,5,6,19-04-24,High,98
EMP1197,34,8,2,Female,Bachelor Degree,Married,No,Rural,HR,Lead,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),48,High,Weekly,89.6,89.7,89,95,10,42,100,5,10,23-03-24,High,98
EMP1198,39,8,2,Female,Associate Degree,Married,No,Suburban,Engineering,Lead,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),45,Moderate,Bi-weekly,84.6,79.3,66.4,84.2,14,44,87.1,3,9,15-05-24,High,73.5
EMP1199,37,9,5,Male,Professional Degree,Single,Yes,Suburban,Sales,Lead,Enterprise (5000+),Technology,Good,Moderate (25-50 Mbps),50,High,Daily,100,93.6,91.2,95,6,0,100,5,10,21-04-24,Low,98
EMP1200,47,6,2,Female,Bachelor Degree,Single,No,Suburban,Product,Senior,Enterprise (5000+),Healthcare,Excellent,Moderate (25-50 Mbps),41,Very High,Daily,100,94,76.8,95,9,57,100,7,2,12-04-24,Medium,98
EMP1201,36,6,4,Male,Master Degree,Married,No,Suburban,Operations,Lead,Small (51-200),Manufacturing,Average,Fast (50-100 Mbps),37,Moderate,Daily,70.3,90.4,58.4,93.9,5,19,93.8,6,8,07-02-24,Low,73.8
EMP1202,31,4,2,Male,Bachelor Degree,Married,Yes,Urban,Engineering,Senior,Enterprise (5000+),Government,Average,Very Fast (100+ Mbps),41,Moderate,Few times per week,52.2,52.4,55.9,73.3,5,42,81.9,8,9,08-02-24,High,58.3
EMP1203,36,3,3,Male,Master Degree,Married,No,Rural,Design,Senior,Startup (1-50),Media,Poor,Very Fast (100+ Mbps),31,High,Weekly,83.4,82.7,56.5,95,7,11,100,4,6,11-02-24,High,74.3
EMP1204,39,2,4,Male,Bachelor Degree,Single,No,Suburban,Engineering,Junior,Large (1001-5000),Healthcare,Good,Slow (<25 Mbps),49,Very High,Daily,70.2,85.8,78.3,94.4,7,13,100,5,9,18-04-24,Medium,82.5
EMP1205,35,0,5,Male,Master Degree,Divorced,Yes,Urban,Product,Junior,Small (51-200),Education,Good,Very Fast (100+ Mbps),39,Moderate,Few times per week,68.9,71.2,64.9,85.9,9,0,93.2,7,3,16-03-24,Medium,66.1
EMP1206,35,4,4,Male,Bachelor Degree,Single,Yes,Suburban,Finance,Senior,Small (51-200),Technology,Excellent,Very Fast (100+ Mbps),37,High,Weekly,91.9,86.7,84.1,95,11,38,100,5,3,19-02-24,Medium,98
EMP1207,28,3,3,Male,Bachelor Degree,Divorced,No,Suburban,HR,Junior,Enterprise (5000+),Finance,Average,Very Fast (100+ Mbps),38,Moderate,Weekly,61.3,63.8,61.9,80.3,2,20,85.2,4,5,16-04-24,High,61.5
EMP1208,29,0,2,Female,Master Degree,Married,Yes,Urban,HR,Junior,Small (51-200),Consulting,Poor,Fast (50-100 Mbps),42,Moderate,Few times per week,94.7,95.9,65.3,95,10,21,100,3,2,30-03-24,High,98
EMP1209,22,1,4,Male,Master Degree,Married,No,Rural,Marketing,Junior,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),42,High,Daily,86,92.6,85.1,95,9,1,100,8,7,21-04-24,Low,90.5
EMP1210,50,12,4,Female,Master Degree,Divorced,No,Urban,Customer Success,Manager,Small (51-200),Healthcare,Average,Fast (50-100 Mbps),41,Moderate,Monthly,88.1,88.8,83.2,95,6,39,100,4,9,22-03-24,High,85.9
EMP1211,23,0,0,Male,Master Degree,Married,Yes,Suburban,Customer Success,Junior,Startup (1-50),Consulting,Excellent,Very Fast (100+ Mbps),41,High,Daily,66.3,87.9,66.6,94.2,7,0,100,9,5,31-03-24,High,77.8
EMP1212,28,1,3,Male,Bachelor Degree,Single,Yes,Rural,Sales,Junior,Small (51-200),Technology,Good,Very Fast (100+ Mbps),45,Moderate,Weekly,82.8,99.3,64.3,91,11,1,99.4,5,7,20-02-24,Medium,87.1
EMP1213,28,2,4,Male,Master Degree,Married,No,Urban,Sales,Junior,Medium (201-1000),Non-profit,Good,Fast (50-100 Mbps),35,Moderate,Daily,66.3,60.4,43,77,12,33,50,10,6,27-01-24,High,59.1
EMP1214,43,3,3,Male,Associate Degree,Single,No,Urban,Product,Mid-Level,Small (51-200),Technology,Average,Very Fast (100+ Mbps),43,Moderate,Daily,78.9,74.6,56.5,79.2,19,21,78.6,2,5,30-04-24,High,63.9
EMP1215,32,1,2,Female,Master Degree,Married,No,Urban,Marketing,Junior,Small (51-200),Media,Excellent,Very Fast (100+ Mbps),40,Moderate,Bi-weekly,91.9,93.8,86.8,95,4,42,100,6,9,08-02-24,High,92.1
EMP1216,46,6,5,Male,Bachelor Degree,Single,Yes,Urban,Product,Senior,Large (1001-5000),Finance,Good,Fast (50-100 Mbps),30,High,Weekly,100,96.7,86.7,95,11,0,100,7,10,21-02-24,High,98
EMP1217,28,1,1,Non-binary,Bachelor Degree,Divorced,No,Urban,Operations,Mid-Level,Startup (1-50),Technology,Excellent,Very Fast (100+ Mbps),35,Very High,Few times per week,54.8,62.9,83.1,95,12,29,100,6,4,13-02-24,High,76.9
EMP1218,37,6,2,Non-binary,Bachelor Degree,Married,Yes,Suburban,Operations,Mid-Level,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),37,Very High,Few times per week,96.5,95.3,66.3,95,7,52,100,6,8,01-03-24,High,95.8
EMP1219,27,0,4,Male,Bachelor Degree,Single,No,Suburban,Engineering,Junior,Enterprise (5000+),Retail,Average,Moderate (25-50 Mbps),52,Low,Few times per week,83.1,70.8,63.8,85.9,10,43,100,6,4,06-02-24,High,71.4
EMP1220,54,10,2,Female,Bachelor Degree,Divorced,No,Suburban,Engineering,Senior,Medium (201-1000),Consulting,Good,Moderate (25-50 Mbps),44,Low,Daily,84.5,83.8,82.4,95,7,61,86.3,3,6,22-02-24,High,79.3
EMP1221,24,0,4,Male,Bachelor Degree,Married,Yes,Urban,Marketing,Junior,Medium (201-1000),Education,Average,Very Fast (100+ Mbps),43,Very High,Weekly,78.1,87.1,78.6,95,5,21,100,6,6,16-01-24,Medium,87.5
EMP1222,37,4,1,Female,Associate Degree,Married,No,Suburban,Operations,Mid-Level,Large (1001-5000),Media,Good,Very Fast (100+ Mbps),39,High,Weekly,95.3,89.5,79.4,95,10,12,100,6,5,14-04-24,High,86.2
EMP1223,40,15,2,Female,Bachelor Degree,Married,Yes,Suburban,Operations,Senior,Large (1001-5000),Consulting,Excellent,Very Fast (100+ Mbps),38,Very High,Bi-weekly,93.9,100,92,95,8,34,100,5,7,23-03-24,High,98
EMP1224,38,1,1,Male,Associate Degree,Married,No,Urban,Finance,Junior,Large (1001-5000),Technology,Good,Moderate (25-50 Mbps),34,Low,Few times per week,58.3,57.2,44.5,78.4,8,18,78.3,6,8,31-01-24,High,57.7
EMP1225,33,7,5,Male,Bachelor Degree,Married,Yes,Suburban,Finance,Senior,Enterprise (5000+),Education,Poor,Fast (50-100 Mbps),40,High,Weekly,72.6,72.7,73.8,95,17,0,100,5,8,19-02-24,High,76.8
EMP1226,33,3,3,Male,Associate Degree,Married,No,Urban,Customer Success,Mid-Level,Startup (1-50),Finance,Good,Very Fast (100+ Mbps),50,Moderate,Few times per week,95.3,96.1,94.7,95,8,16,75.5,7,8,20-01-24,High,98
EMP1227,35,5,2,Male,Bachelor Degree,Single,Yes,Rural,Sales,Senior,Enterprise (5000+),Healthcare,Excellent,Moderate (25-50 Mbps),34,Very High,Daily,100,98.6,81.8,95,8,72,100,2,3,21-01-24,High,98
EMP1228,33,1,0,Female,Master Degree,In Relationship,No,Suburban,Operations,Junior,Enterprise (5000+),Technology,Good,Fast (50-100 Mbps),38,High,Few times per week,58.6,63.5,51.1,84.2,5,51,98.8,1,3,25-03-24,High,62.6
EMP1229,43,8,1,Male,Master Degree,Married,No,Suburban,Engineering,Senior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),47,High,Bi-weekly,84.7,97.7,64.6,95,9,29,100,6,6,21-02-24,High,88.2
EMP1230,54,8,3,Male,Associate Degree,Single,No,Suburban,Marketing,Senior,Medium (201-1000),Education,Good,Very Fast (100+ Mbps),47,High,Daily,93.4,95.5,92.1,95,9,23,100,10,7,13-04-24,Medium,98
EMP1231,29,2,0,Female,Master Degree,Married,No,Suburban,Engineering,Junior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),37,High,Daily,77.9,71.6,74.5,95,9,25,100,5,8,14-05-24,High,79.6
EMP1232,22,0,3,Female,Master Degree,Married,No,Urban,Sales,Junior,Small (51-200),Education,Poor,Slow (<25 Mbps),48,High,Few times per week,51.6,57,30.8,58.6,6,27,100,1,6,31-01-24,High,47.2
EMP1233,34,6,3,Male,Bachelor Degree,Single,Yes,Suburban,Sales,Senior,Large (1001-5000),Media,Average,Fast (50-100 Mbps),39,Very High,Daily,100,100,95,95,10,18,100,5,2,05-04-24,High,98
EMP1234,58,4,4,Female,Master Degree,Single,Yes,Suburban,Engineering,Mid-Level,Small (51-200),Technology,Excellent,Very Fast (100+ Mbps),35,High,Bi-weekly,93,96,69,95,10,41,100,6,2,05-05-24,High,98
EMP1235,27,3,4,Female,Bachelor Degree,Single,No,Urban,Marketing,Mid-Level,Large (1001-5000),Manufacturing,Average,Fast (50-100 Mbps),50,Low,Daily,60.8,51.1,33.3,62.6,6,24,83.5,8,8,20-04-24,Medium,49.2
EMP1236,49,10,3,Female,Bachelor Degree,Divorced,Yes,Rural,Data Science,Lead,Medium (201-1000),Education,Average,Fast (50-100 Mbps),42,Moderate,Weekly,65.3,77.3,63.6,95,11,11,100,3,4,17-03-24,High,73.7
EMP1237,50,6,2,Female,Bachelor Degree,Married,Yes,Suburban,Sales,Lead,Startup (1-50),Technology,Average,Very Fast (100+ Mbps),40,Moderate,Few times per week,96.7,77.6,81.6,95,8,63,78.1,9,9,28-01-24,High,82.5
EMP1238,30,3,4,Female,Associate Degree,Married,Yes,Urban,HR,Junior,Large (1001-5000),Manufacturing,Good,Very Fast (100+ Mbps),43,High,Daily,100,100,73.9,95,5,32,100,9,6,05-05-24,High,98
EMP1239,40,8,4,Male,Master Degree,Single,No,Suburban,Marketing,Senior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),36,Moderate,Weekly,80.9,100,95,95,7,30,100,6,7,16-01-24,High,98
EMP1240,49,15,1,Female,Bachelor Degree,Married,Yes,Suburban,Sales,Senior,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),38,High,Few times per week,94.3,97,95,95,6,0,100,4,4,28-03-24,High,94
EMP1241,31,4,5,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Mid-Level,Small (51-200),Technology,Average,Very Fast (100+ Mbps),50,Very High,Daily,91.8,100,95,95,8,0,100,6,6,20-02-24,High,93.6
EMP1242,33,5,0,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Mid-Level,Large (1001-5000),Healthcare,Good,Very Fast (100+ Mbps),53,High,Daily,100,100,85.9,95,10,34,100,8,9,15-03-24,High,98
EMP1243,29,0,0,Male,Master Degree,In Relationship,No,Suburban,HR,Mid-Level,Medium (201-1000),Healthcare,Excellent,Very Fast (100+ Mbps),35,Very High,Few times per week,93.3,100,88.8,95,8,20,100,5,10,16-03-24,High,98
EMP1244,25,1,1,Male,Master Degree,Married,No,Suburban,Engineering,Mid-Level,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),39,Very High,Daily,82.1,87.3,68.3,95,7,0,100,8,8,11-03-24,Medium,83
EMP1245,29,2,5,Non-binary,Master Degree,Married,No,Urban,Engineering,Junior,Medium (201-1000),Technology,Excellent,Very Fast (100+ Mbps),42,Very High,Few times per week,79.9,85.1,65.2,95,6,0,100,3,8,27-02-24,High,87.6
EMP1246,23,0,3,Male,Bachelor Degree,Married,No,Urban,Sales,Junior,Large (1001-5000),Consulting,Excellent,Fast (50-100 Mbps),43,High,Few times per week,98.4,98.8,75,95,4,23,100,5,9,07-02-24,High,98
EMP1247,35,3,4,Male,Bachelor Degree,Divorced,Yes,Urban,Operations,Mid-Level,Large (1001-5000),Consulting,Good,Very Fast (100+ Mbps),36,High,Few times per week,64.2,73.3,53.2,80.8,7,22,100,10,5,21-01-24,High,62.6
EMP1248,28,3,2,Male,Bachelor Degree,Single,Yes,Urban,Finance,Mid-Level,Small (51-200),Healthcare,Good,Fast (50-100 Mbps),45,Moderate,Daily,96,91.6,93.3,95,7,60,100,6,8,16-02-24,High,93.6
EMP1249,37,7,3,Non-binary,Associate Degree,Married,Yes,Urban,Sales,Senior,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),46,Moderate,Few times per week,79.3,83.6,73.8,95,8,16,66.2,6,7,14-05-24,High,82.8
EMP1250,22,0,2,Male,Bachelor Degree,Married,No,Suburban,Marketing,Junior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),47,Low,Daily,87.1,70.8,72.7,95,5,18,70.9,4,5,04-05-24,High,77.9
EMP1251,37,4,4,Male,Bachelor Degree,Single,No,Suburban,Marketing,Senior,Enterprise (5000+),Consulting,Excellent,Fast (50-100 Mbps),46,Very High,Few times per week,66.6,62.2,72.3,84.5,9,14,100,8,3,16-03-24,High,63.3
EMP1252,42,13,0,Female,Bachelor Degree,Married,Yes,Urban,Engineering,Manager,Large (1001-5000),Technology,Excellent,Fast (50-100 Mbps),42,High,Few times per week,90.5,84.3,81.8,95,4,39,100,5,5,29-01-24,High,86.3
EMP1253,22,0,2,Male,PhD,Married,No,Urban,Sales,Junior,Medium (201-1000),Technology,Excellent,Fast (50-100 Mbps),47,Low,Daily,65.6,61.4,49.1,83.1,3,58,59.7,7,7,29-04-24,High,60.3
EMP1254,38,6,1,Female,Master Degree,Single,No,Urban,Operations,Lead,Small (51-200),Healthcare,Good,Very Fast (100+ Mbps),45,High,Daily,81.4,97.6,86.3,95,7,34,100,8,7,23-01-24,High,98
EMP1255,46,14,5,Female,Bachelor Degree,Married,No,Urban,Operations,Manager,Medium (201-1000),Retail,Excellent,Slow (<25 Mbps),33,Moderate,Daily,66.2,81.3,76.2,93.9,3,0,88.8,4,3,06-03-24,High,75
EMP1256,24,1,3,Male,Bachelor Degree,Married,No,Urban,HR,Junior,Large (1001-5000),Healthcare,Good,Moderate (25-50 Mbps),33,High,Few times per week,98,100,95,95,7,16,100,6,7,17-03-24,Medium,98
EMP1257,50,24,3,Female,Associate Degree,Married,No,Suburban,Finance,Lead,Startup (1-50),Technology,Good,Fast (50-100 Mbps),43,High,Few times per week,98.7,97,95,95,11,22,100,5,6,24-01-24,High,98
EMP1258,38,13,3,Female,Master Degree,Single,No,Urban,Engineering,Manager,Large (1001-5000),Retail,Excellent,Moderate (25-50 Mbps),49,Very High,Few times per week,90.3,96.9,74.3,95,5,34,100,4,1,28-03-24,High,98
EMP1259,28,2,5,Male,Master Degree,In Relationship,No,Suburban,Engineering,Mid-Level,Small (51-200),Education,Excellent,Very Fast (100+ Mbps),44,Low,Monthly,41.2,61.7,39.8,64,10,0,69,3,9,04-04-24,High,48.4
EMP1260,34,10,5,Male,Professional Degree,Single,No,Suburban,Marketing,Mid-Level,Small (51-200),Retail,Average,Very Fast (100+ Mbps),45,Very High,Few times per week,71.5,93.5,80.4,95,5,0,100,2,5,11-04-24,High,83.4
EMP1261,40,5,4,Female,Bachelor Degree,Married,No,Urban,HR,Mid-Level,Startup (1-50),Technology,Good,Fast (50-100 Mbps),35,High,Weekly,88.5,98.3,73,95,11,42,100,7,7,21-01-24,High,84.8
EMP1262,35,0,2,Male,Master Degree,Single,No,Urban,Engineering,Junior,Large (1001-5000),Manufacturing,Average,Moderate (25-50 Mbps),42,Moderate,Daily,68.1,69.1,58.8,86.6,8,58,83.6,7,7,03-02-24,High,69.4
EMP1263,39,3,1,Female,Bachelor Degree,Married,No,Urban,Design,Senior,Enterprise (5000+),Healthcare,Good,Very Fast (100+ Mbps),48,Moderate,Daily,89.1,92.8,81.9,95,7,32,70,6,6,03-02-24,Medium,95.7
EMP1264,26,0,5,Female,Master Degree,Single,Yes,Urban,Marketing,Mid-Level,Startup (1-50),Healthcare,Average,Fast (50-100 Mbps),44,Low,Daily,68.6,73.1,60.2,87.5,4,0,95.2,6,5,27-04-24,High,67
EMP1265,36,9,3,Male,Master Degree,Single,No,Urban,Sales,Senior,Medium (201-1000),Healthcare,Good,Moderate (25-50 Mbps),42,Very High,Few times per week,98.6,99.6,59.1,95,6,31,100,4,6,27-03-24,High,98
EMP1266,22,1,2,Female,Master Degree,Single,Yes,Suburban,Finance,Junior,Small (51-200),Technology,Good,Moderate (25-50 Mbps),45,Moderate,Daily,87,100,86.8,95,3,51,93.9,7,5,15-05-24,High,98
